Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
GAIL,EQ,12-Feb-19,328.4,322,326.55,321.45,326.25,325.7,324.33,2836974,920108040.2,34415,1384340,48.8
GAIL,EQ,13-Feb-19,325.7,325.05,329.5,313.1,316.5,315.5,322.43,4150836,1338354037,46128,2296740,55.33
GAIL,EQ,14-Feb-19,315.5,316.5,316.8,306.8,308.1,307.95,311.02,7893518,2455058854,103781,3899648,49.4
GAIL,EQ,15-Feb-19,307.95,309.75,319.15,309.1,317,317.75,314.24,4963248,1559632623,58311,1682202,33.89
GAIL,EQ,18-Feb-19,317.75,318.55,321,310.75,317,317.45,315.48,3410237,1075851817,57928,1428671,41.89
GAIL,EQ,19-Feb-19,317.45,317,325.75,316.45,320.15,320.25,321,3180737,1021027157,36390,1109176,34.87
GAIL,EQ,20-Feb-19,320.25,324,332.6,319.45,332,329.7,326.68,4540823,1483390785,59531,2220553,48.9
GAIL,EQ,21-Feb-19,329.7,332,336.6,324.05,331.55,331.7,330.95,7308931,2418907224,90247,3430184,46.93
GAIL,EQ,22-Feb-19,331.7,335,335,325.65,326.5,327.15,329.26,4200942,1383203058,85058,2061666,49.08
GAIL,EQ,25-Feb-19,327.15,326.1,329.5,322.2,327.05,327.8,327.21,8724063,2854589946,110344,5949631,68.2
GAIL,EQ,26-Feb-19,327.8,324,335.4,321.65,332.65,333.45,330.21,6031684,1991709867,86716,3538270,58.66
GAIL,EQ,27-Feb-19,333.45,336.3,337.7,331.5,334,335.7,334.39,5429182,1815446794,94318,2846655,52.43
GAIL,EQ,28-Feb-19,335.7,339,343.95,334.25,343,342,341.09,13009264,4437315323,122110,7850995,60.35
GAIL,EQ,01-Mar-19,342,343.5,349.3,342.5,343.25,343.85,346.2,6020443,2084264966,101876,3495113,58.05
GAIL,EQ,05-Mar-19,343.85,343,347.4,341.25,346.6,346.5,344.72,3921657,1351856830,98221,2052974,52.35
GAIL,EQ,06-Mar-19,346.5,348,348.9,342.6,344.55,345.35,345.63,2534626,876054155,70504,1100950,43.44
GAIL,EQ,07-Mar-19,345.35,344.55,350.35,343.05,345,344.15,346.07,2724235,942770986.3,60418,1063766,39.05
GAIL,EQ,08-Mar-19,344.15,345,351,341.7,350.3,349.65,346.98,2717482,942913072.1,59421,1022177,37.61
GAIL,EQ,11-Mar-19,349.65,350.3,357.9,350,352,351.75,353.78,3873852,1370499811,94816,2085951,53.85
GAIL,EQ,12-Mar-19,351.75,354.4,357.5,349.1,351.45,353.9,353.9,4205695,1488413599,56588,2204439,52.42
GAIL,EQ,13-Mar-19,353.9,354.6,358.2,348.5,352.55,351.6,352.86,3749726,1323124539,62459,1913274,51.02
GAIL,EQ,14-Mar-19,351.6,352.55,357,346.95,356.55,353.6,349.4,2859986,999286867.3,65319,1594460,55.75
GAIL,EQ,15-Mar-19,353.6,355.65,362,350,361,359.35,358.43,7463044,2674981542,56599,4989910,66.86
GAIL,EQ,18-Mar-19,359.35,362,362.9,357.6,359.9,359.85,360.39,3485045,1255982844,47873,1565143,44.91
GAIL,EQ,19-Mar-19,359.85,362.6,366.5,360.25,361.9,362.05,362.62,4686738,1699503417,60087,2308168,49.25
GAIL,EQ,20-Mar-19,362.05,362,362.7,353.35,355.1,354.7,356.92,2853402,1018445402,57000,1706175,59.79
GAIL,EQ,22-Mar-19,354.7,356.8,359.35,347.3,348.8,348.95,351.66,2588946,910418868.4,48521,1377630,53.21
GAIL,EQ,25-Mar-19,348.95,348.7,353,343,351.4,351.65,348.63,2810575,979839451.4,30050,1527451,54.35
GAIL,EQ,26-Mar-19,351.65,352.8,362,351.65,359.4,359.35,358.45,4617787,1655262769,45087,2366949,51.26
GAIL,EQ,27-Mar-19,359.35,359,362,354.45,355,355.85,358.36,2653874,951053028.2,67878,1343521,50.62
GAIL,EQ,28-Mar-19,355.85,354.55,363,354.3,358,358.3,359.15,4661285,1674111429,86599,2781251,59.67
GAIL,EQ,29-Mar-19,358.3,359.05,360.7,344,350,347.65,350.06,6527844,2285142010,90051,3386054,51.87
GAIL,EQ,01-Apr-19,347.65,352,360.6,351.75,354.5,354.7,356.48,5703986,2033360795,89604,2616683,45.87
GAIL,EQ,02-Apr-19,354.7,356.8,364.85,354,362.5,362.6,360.27,5093612,1835085187,97184,2403708,47.19
GAIL,EQ,03-Apr-19,362.6,362.65,364.4,350.65,353.4,352.45,357.49,3516055,1256947444,93749,1572384,44.72
GAIL,EQ,04-Apr-19,352.45,354.7,355,343.6,345.85,346.3,347.8,3496000,1215919656,67056,1585116,45.34
GAIL,EQ,05-Apr-19,346.3,348.75,351.55,346.65,349,348.8,348.93,2035250,710165441.1,45519,918273,45.12
GAIL,EQ,08-Apr-19,348.8,350,350.65,340.1,342.05,341.9,343.83,3505949,1205466206,75507,2008708,57.29
GAIL,EQ,09-Apr-19,341.9,343,345,336.1,343,343.5,340.17,3304237,1124013531,63202,1008891,30.53
GAIL,EQ,10-Apr-19,343.5,343,344.35,337.05,337.5,337.7,339.39,2548368,864900087.6,63490,1164719,45.7
GAIL,EQ,11-Apr-19,337.7,338.4,343.55,337.8,342.7,342.7,341.26,2242542,765292514.3,68870,984255,43.89
GAIL,EQ,12-Apr-19,342.7,343.6,359.45,341.8,355.3,356.75,352.44,10551289,3718670306,113131,4168234,39.5
GAIL,EQ,15-Apr-19,356.75,356.5,358.3,351.85,353.6,354.05,354.91,3307071,1173724260,54818,1172214,35.45
GAIL,EQ,16-Apr-19,354.05,356,358.2,350.3,351.6,351.6,354.39,2529347,896376659.6,55132,1136094,44.92
GAIL,EQ,18-Apr-19,351.6,354.4,354.4,348.5,352,351.95,351.76,2694358,947775701.4,44950,1328832,49.32
GAIL,EQ,22-Apr-19,351.95,351.3,352.4,344.05,344.45,344.85,346.51,1444877,500667696,23585,416597,28.83
GAIL,EQ,23-Apr-19,344.85,337.5,340.9,331.7,340,339.45,336.4,9101602,3061767862,96087,3992130,43.86
GAIL,EQ,24-Apr-19,339.45,341.1,348,339.7,346.5,346.05,344.17,3445166,1185712545,69348,1430265,41.52
GAIL,EQ,25-Apr-19,346.05,346,349,341.1,342.8,343.1,343.64,5132603,1763748131,86928,3570786,69.57
GAIL,EQ,26-Apr-19,343.1,342.9,355.3,340.5,352.95,353.4,351.66,4241310,1491517820,74943,2033532,47.95
GAIL,EQ,30-Apr-19,353.4,351.25,356.85,348.55,354.9,355.95,353.18,4601141,1625041316,69377,2272945,49.4
GAIL,EQ,02-May-19,355.95,353.1,354.85,346.25,346.5,347.55,349.96,2823109,987973030.4,59824,1087783,38.53
GAIL,EQ,03-May-19,347.55,346.8,350.9,342.4,345.8,345.45,345.58,3652087,1262091299,75726,1563541,42.81
GAIL,EQ,06-May-19,345.45,341.95,351.15,341.15,344.1,346.25,345.32,4334526,1496804456,58861,2495934,57.58
GAIL,EQ,07-May-19,346.25,348,356.95,339.65,341.4,340.75,342.24,3456457,1182924450,53960,1950942,56.44
GAIL,EQ,08-May-19,340.75,341,345.15,336.4,337.5,337.5,340.43,3681837,1253405522,51177,2069654,56.21
GAIL,EQ,09-May-19,337.5,337.1,341.45,333.05,340.6,340.4,337.63,2761414,932343347.1,47265,1521196,55.09
GAIL,EQ,10-May-19,340.4,341,343.8,338.2,340.75,341.55,341.45,1859456,634920286.1,46971,806093,43.35
GAIL,EQ,13-May-19,341.55,341.55,342.8,330.3,332.6,332.05,335.73,1673740,561924628.2,28083,516873,30.88
